date, pm25, pm10, o3, no2, so2, co, aqi
2018/5/8, , , , , , , 27
2018/5/9, , , , , , , 26
2018/5/10, , , , , , , 23
2018/5/11, , , , , , , 25
2018/5/12, , , , , , , 26
2018/5/13, , , , , , , 23
2018/5/14, , , , , , , 21
2018/5/15, , , , , , , 23
2018/5/16, , , , , , , 24
2018/5/17, , , , , , , 19
2018/5/18, , , , , , , 20
2018/5/19, , , , , , , 16
2018/5/20, , , , , , , 14
2018/5/21, , , , , , , 19
2018/5/22, , , , , , , 24
2018/5/23, , , , , , , 25
2018/5/24, , , , , , , 24
2018/5/25, , , , , , , 28
2018/5/26, , , , , , , 19
2018/5/27, , , , , , , 16
2018/5/28, , , , , , , 23
2018/5/29, , , , , , , 24
2018/5/30, , , , , , , 27
2018/5/31, , , , , , , 25
2018/6/1, , , , , , , 27
2018/6/2, , , , , , , 24
2018/6/3, , , , , , , 28
2018/6/4, , , , , , , 27
2018/6/5, , , , , , , 35
2018/6/6, , , , , , , 51
2018/6/7, , , , , , , 53
2018/6/8, , , , , , , 47
2018/6/9, , , , , , , 37
2018/6/10, , , , , , , 44
2018/6/11, , , , , , , 42
2018/6/12, , , , , , , 43
2018/6/13, , , , , , , 49
2018/6/14, , , , , , , 36
2018/6/15, , , , , , , 45
2018/6/16, , , , , , , 34
2018/6/17, , , , , , , 29
2018/6/18, , , , , , , 18
2018/6/19, , , , , , , 21
2018/6/20, , , , , , , 27
2018/6/21, , , , , , , 29
2018/6/22, , , , , , , 36
2018/6/23, , , , , , , 24
2018/6/24, , , , , , , 16
2018/6/25, , , , , , , 21
2018/6/26, , , , , , , 21
2018/6/27, , , , , , , 21
2018/6/28, , , , , , , 31
2018/6/29, , , , , , , 24
2018/6/30, , , , , , , 27
2018/1/1, , , , , , , 17
2018/1/2, , , , , , , 16
2018/1/3, , , , , , , 20
2018/1/4, , , , , , , 18
2018/1/5, , , , , , , 14
2018/1/6, , , , , , , 28
2018/1/7, , , , , , , 34
2018/1/8, , , , , , , 29
2018/1/9, , , , , , , 24
2018/1/10, , , , , , , 17
2018/1/11, , , , , , , 20
2018/1/12, , , , , , , 18
2018/1/13, , , , , , , 22
2018/1/14, , , , , , , 24
2018/1/15, , , , , , , 29
2018/1/16, , , , , , , 40
2018/1/17, , , , , , , 37
2018/1/18, , , , , , , 34
2018/1/19, , , , , , , 34
2018/1/20, , , , , , , 25
2018/1/21, , , , , , , 22
2018/1/22, , , , , , , 18
2018/1/23, , , , , , , 21
2018/1/24, , , , , , , 20
2018/1/25, , , , , , , 23
2018/1/26, , , , , , , 23
2018/1/27, , , , , , , 26
2018/1/28, , , , , , , 23
2018/1/29, , , , , , , 23
2018/1/30, , , , , , , 29
2018/1/31, , , , , , , 28
2018/2/1, , , , , , , 30
2018/2/2, , , , , , , 34
2018/2/3, , , , , , , 34
2018/2/4, , , , , , , 35
2018/2/5, , , , , , , 30
2018/2/6, , , , , , , 33
2018/2/7, , , , , , , 35
2018/2/8, , , , , , , 37
2018/2/9, , , , , , , 37
2018/2/10, , , , , , , 42
2018/2/11, , , , , , , 45
2018/2/12, , , , , , , 44
2018/2/13, , , , , , , 44
2018/2/14, , , , , , , 29
2018/2/15, , , , , , , 27
2018/2/16, , , , , , , 39
2018/2/17, , , , , , , 37
2018/2/18, , , , , , , 39
2018/2/19, , , , , , , 44
2018/2/20, , , , , , , 35
2018/2/21, , , , , , , 30
2018/2/22, , , , , , , 30
2018/2/23, , , , , , , 28
2018/2/24, , , , , , , 27
2018/2/25, , , , , , , 26
2018/2/26, , , , , , , 27
2018/2/27, , , , , , , 28
2018/2/28, , , , , , , 31
2018/3/1, , , , , , , 30
2018/3/2, , , , , , , 34
2018/3/3, , , , , , , 24
2018/3/4, , , , , , , 24
2018/3/5, , , , , , , 25
2018/3/6, , , , , , , 23
2018/3/7, , , , , , , 22
2018/3/8, , , , , , , 25
2018/3/9, , , , , , , 26
2018/3/10, , , , , , , 19
2018/3/11, , , , , , , 28
2018/3/12, , , , , , , 35
2018/3/13, , , , , , , 30
2018/3/14, , , , , , , 32
2018/3/15, , , , , , , 28
2018/3/16, , , , , , , 31
2018/3/17, , , , , , , 30
2018/3/18, , , , , , , 30
2018/3/19, , , , , , , 26
2018/3/20, , , , , , , 29
2018/3/21, , , , , , , 23
2018/3/22, , , , , , , 29
2018/3/23, , , , , , , 28
2018/3/24, , , , , , , 34
2018/3/25, , , , , , , 29
2018/3/26, , , , , , , 28
2018/3/27, , , , , , , 24
2018/3/28, , , , , , , 24
2018/3/29, , , , , , , 26
2018/3/30, , , , , , , 31
2018/3/31, , , , , , , 28
2017/10/5, , , , , , , 32
2017/10/6, , , , , , , 27
2017/10/7, , , , , , , 22
2017/10/8, , , , , , , 21
2017/10/9, , , , , , , 15
2017/10/10, , , , , , , 18
2017/10/11, , , , , , , 24
2017/10/12, , , , , , , 20
2017/10/13, , , , , , , 18
2017/10/14, , , , , , , 21
2017/10/15, , , , , , , 29
2017/10/16, , , , , , , 26
2017/10/17, , , , , , , 32
2017/10/18, , , , , , , 53
2017/10/19, , , , , , , 49
2017/10/20, , , , , , , 34
2017/10/21, , , , , , , 28
2017/10/22, , , , , , , 23
2017/10/23, , , , , , , 21
2017/10/24, , , , , , , 28
2017/10/25, , , , , , , 27
2017/10/26, , , , , , , 29
2017/10/27, , , , , , , 26
2017/10/28, , , , , , , 25
2017/10/29, , , , , , , 21
2017/12/12, , , , , , , 31
2017/12/13, , , , , , , 35
2017/12/14, , , , , , , 39
2017/12/15, , , , , , , 42
2017/12/16, , , , , , , 35
2017/12/17, , , , , , , 27
2017/12/18, , , , , , , 31
2017/12/19, , , , , , , 29
2017/12/20, , , , , , , 34
2017/12/21, , , , , , , 34
2017/12/22, , , , , , , 28
2017/12/23, , , , , , , 35
2017/12/24, , , , , , , 27
2017/12/25, , , , , , , 29
2017/12/26, , , , , , , 31
2017/12/27, , , , , , , 31
2017/12/28, , , , , , , 39
2017/12/29, , , , , , , 26
2017/12/30, , , , , , , 29
2017/7/7, , , , , , , 30
2017/7/8, , , , , , , 31
2017/7/9, , , , , , , 25
2017/7/10, , , , , , , 30
2017/7/11, , , , , , , 25
2017/7/12, , , , , , , 24
2017/7/13, , , , , , , 31
2017/7/14, , , , , , , 27
2017/7/15, , , , , , , 32
2017/7/16, , , , , , , 37
2017/7/17, , , , , , , 41
2017/7/18, , , , , , , 45
2017/8/28, , , , , , , 24
2017/8/29, , , , , , , 23
2017/8/30, , , , , , , 32
2017/8/31, , , , , , , 28
2017/9/1, , , , , , , 27
2017/9/2, , , , , , , 22
2017/9/3, , , , , , , 20
2017/9/4, , , , , , , 12
2017/9/5, , , , , , , 16
2017/9/6, , , , , , , 21
2017/9/11, , , , , , , 15
2017/9/12, , , , , , , 32
2017/9/13, , , , , , , 30
2017/9/14, , , , , , , 18
2017/9/15, , , , , , , 13
2017/9/16, , , , , , , 11
2017/4/1, , , , , , , 53
2017/4/2, , , , , , , 49
2017/4/3, , , , , , , 38
2017/4/4, , , , , , , 40
2017/4/5, , , , , , , 49
2017/4/6, , , , , , , 44
2017/4/7, , , , , , , 48
2017/4/8, , , , , , , 50
2017/4/9, , , , , , , 53
2017/4/10, , , , , , , 44
2017/4/11, , , , , , , 49
2017/4/12, , , , , , , 56
2017/4/13, , , , , , , 56
2017/4/14, , , , , , , 57
2017/1/2, , , , , , , 45
2017/1/3, , , , , , , 46
2017/1/4, , , , , , , 51
2017/1/5, , , , , , , 45
2017/1/6, , , , , , , 58
2017/1/7, , , , , , , 48
2017/1/8, , , , , , , 43
2017/1/9, , , , , , , 50
2017/1/10, , , , , , , 52
2017/1/11, , , , , , , 62
2017/1/12, , , , , , , 58
2017/1/13, , , , , , , 51
2017/1/14, , , , , , , 57
2017/1/15, , , , , , , 50
2017/1/16, , , , , , , 44
2017/1/17, , , , , , , 46
2017/1/18, , , , , , , 42
2017/1/19, , , , , , , 48
2017/1/20, , , , , , , 42
2017/1/21, , , , , , , 42
2017/1/22, , , , , , , 37
2017/1/23, , , , , , , 43
2017/1/24, , , , , , , 47
2017/1/25, , , , , , , 44
2017/1/26, , , , , , , 48
2017/1/27, , , , , , , 49
2017/1/28, , , , , , , 52
2017/1/29, , , , , , , 54
2017/1/30, , , , , , , 53
2017/1/31, , , , , , , 49
2017/2/1, , , , , , , 44
2017/2/2, , , , , , , 45
2017/2/3, , , , , , , 45
2017/2/4, , , , , , , 51
2017/2/5, , , , , , , 54
2017/2/6, , , , , , , 46
2017/2/7, , , , , , , 51
2017/2/8, , , , , , , 52
2017/2/9, , , , , , , 51
2017/2/10, , , , , , , 43
2017/2/11, , , , , , , 49
2017/2/12, , , , , , , 49
2017/2/13, , , , , , , 52
2017/2/14, , , , , , , 51
2017/2/15, , , , , , , 48
2017/2/16, , , , , , , 52
2017/2/17, , , , , , , 52
2017/2/18, , , , , , , 48
2017/2/19, , , , , , , 44
2017/2/20, , , , , , , 50
2017/2/21, , , , , , , 46
2017/2/22, , , , , , , 53
2017/2/23, , , , , , , 55
2017/2/24, , , , , , , 48
2017/2/25, , , , , , , 45
2017/2/26, , , , , , , 51
2017/2/27, , , , , , , 50
2017/2/28, , , , , , , 49
2017/3/1, , , , , , , 50
2017/3/2, , , , , , , 52
2017/3/3, , , , , , , 51
2017/3/4, , , , , , , 54
2017/3/5, , , , , , , 47
2017/3/6, , , , , , , 53
2017/3/7, , , , , , , 58
2017/3/8, , , , , , , 64
2017/3/9, , , , , , , 51
2017/3/10, , , , , , , 64
2017/3/11, , , , , , , 63
2017/3/12, , , , , , , 66
2017/3/13, , , , , , , 54
2017/3/14, , , , , , , 54
2017/3/15, , , , , , , 52
2017/3/16, , , , , , , 55
2017/3/17, , , , , , , 54
2017/3/18, , , , , , , 57
2017/3/19, , , , , , , 45
2017/3/20, , , , , , , 43
2017/3/21, , , , , , , 38
2017/3/22, , , , , , , 50
2017/3/23, , , , , , , 52
2017/3/24, , , , , , , 57
2017/3/25, , , , , , , 53
2017/3/26, , , , , , , 51
2017/3/27, , , , , , , 48
2017/3/28, , , , , , , 53
2017/3/29, , , , , , , 43
2017/3/30, , , , , , , 48
2017/3/31, , , , , , , 53
2016/10/1, , , , , , , 47
2016/10/2, , , , , , , 52
2016/10/3, , , , , , , 44
2016/10/4, , , , , , , 48
2016/10/5, , , , , , , 47
2016/10/6, , , , , , , 46
2016/10/7, , , , , , , 50
2016/10/8, , , , , , , 43
2016/10/9, , , , , , , 47
2016/10/10, , , , , , , 39
2016/10/11, , , , , , , 42
2016/10/12, , , , , , , 45
2016/10/13, , , , , , , 45
2016/10/14, , , , , , , 38
2016/10/15, , , , , , , 37
2016/10/16, , , , , , , 40
2016/10/17, , , , , , , 38
2016/10/18, , , , , , , 34
2016/10/19, , , , , , , 45
2016/10/20, , , , , , , 45
2016/10/21, , , , , , , 48
2016/10/22, , , , , , , 47
2016/10/23, , , , , , , 43
2016/10/24, , , , , , , 38
2016/10/25, , , , , , , 46
2016/10/26, , , , , , , 55
2016/10/27, , , , , , , 67
2016/10/28, , , , , , , 54
2016/10/29, , , , , , , 51
2016/10/30, , , , , , , 40
2016/10/31, , , , , , , 37
2016/11/1, , , , , , , 36
2016/11/2, , , , , , , 36
2016/11/3, , , , , , , 40
2016/11/4, , , , , , , 39
2016/11/5, , , , , , , 38
2016/11/6, , , , , , , 34
2016/11/7, , , , , , , 32
2016/11/8, , , , , , , 49
2016/11/9, , , , , , , 38
2016/11/10, , , , , , , 43
2016/11/11, , , , , , , 46
2016/11/12, , , , , , , 55
2016/11/13, , , , , , , 44
2016/11/14, , , , , , , 43
2016/11/15, , , , , , , 45
2016/11/16, , , , , , , 41
2016/11/17, , , , , , , 40
2016/11/18, , , , , , , 39
2016/11/19, , , , , , , 48
2016/11/20, , , , , , , 42
2016/11/21, , , , , , , 42
2016/11/22, , , , , , , 51
2016/11/23, , , , , , , 47
2016/11/24, , , , , , , 41
2016/11/25, , , , , , , 51
2016/11/26, , , , , , , 53
2016/11/27, , , , , , , 47
2016/11/28, , , , , , , 35
2016/11/29, , , , , , , 44
2016/11/30, , , , , , , 53
2016/12/1, , , , , , , 47
2016/12/2, , , , , , , 49
2016/12/3, , , , , , , 48
2016/12/4, , , , , , , 50
2016/12/5, , , , , , , 54
2016/12/6, , , , , , , 46
2016/12/7, , , , , , , 37
2016/12/8, , , , , , , 49
2016/12/9, , , , , , , 45
2016/12/10, , , , , , , 48
2016/12/11, , , , , , , 48
2016/12/12, , , , , , , 45
2016/12/13, , , , , , , 48
2016/12/14, , , , , , , 54
2016/12/15, , , , , , , 63
2016/12/16, , , , , , , 61
2016/12/17, , , , , , , 55
2016/12/18, , , , , , , 54
2016/12/19, , , , , , , 44
2016/12/20, , , , , , , 39
2016/12/21, , , , , , , 40
2016/12/22, , , , , , , 42
2016/12/23, , , , , , , 49
2016/12/24, , , , , , , 48
2016/12/25, , , , , , , 45
2016/12/26, , , , , , , 48
2016/12/27, , , , , , , 51
2016/12/28, , , , , , , 52
2016/12/29, , , , , , , 51
2016/12/30, , , , , , , 49
2016/12/31, , , , , , , 43
2017/1/1, , , , , , , 40
2016/7/1, , , , , , , 62
2016/7/2, , , , , , , 79
2016/7/3, , , , , , , 82
2016/7/4, , , , , , , 81
2016/7/5, , , , , , , 71
2016/7/7, , , , , , , 53
2016/7/8, , , , , , , 42
2016/7/9, , , , , , , 48
2016/7/10, , , , , , , 57
2016/7/11, , , , , , , 61
2016/7/12, , , , , , , 62
2016/7/13, , , , , , , 62
2016/7/14, , , , , , , 59
2016/7/15, , , , , , , 51
2016/7/16, , , , , , , 47
2016/7/17, , , , , , , 37
2016/7/18, , , , , , , 31
2016/7/19, , , , , , , 36
2016/7/20, , , , , , , 33
2016/7/21, , , , , , , 38
2016/7/22, , , , , , , 50
2016/7/23, , , , , , , 45
2016/7/24, , , , , , , 45
2016/7/25, , , , , , , 44
2016/7/26, , , , , , , 52
2016/7/27, , , , , , , 50
2016/7/28, , , , , , , 53
2016/7/29, , , , , , , 54
2016/7/30, , , , , , , 52
2016/7/31, , , , , , , 44
2016/8/1, , , , , , , 40
2016/8/2, , , , , , , 52
2016/8/3, , , , , , , 58
2016/8/4, , , , , , , 66
2016/8/5, , , , , , , 70
2016/8/6, , , , , , , 76
2016/8/7, , , , , , , 72
2016/8/8, , , , , , , 66
2016/8/9, , , , , , , 57
2016/8/10, , , , , , , 51
2016/8/11, , , , , , , 50
2016/8/12, , , , , , , 48
2016/8/13, , , , , , , 47
2016/8/14, , , , , , , 43
2016/8/15, , , , , , , 44
2016/8/16, , , , , , , 49
2016/8/17, , , , , , , 53
2016/8/18, , , , , , , 65
2016/8/19, , , , , , , 60
2016/8/20, , , , , , , 58
2016/8/21, , , , , , , 48
2016/8/22, , , , , , , 52
2016/8/23, , , , , , , 55
2016/8/24, , , , , , , 48
2016/8/25, , , , , , , 41
2016/8/26, , , , , , , 42
2016/8/27, , , , , , , 45
2016/8/28, , , , , , , 47
2016/8/29, , , , , , , 44
2016/8/30, , , , , , , 44
2016/8/31, , , , , , , 47
2016/9/1, , , , , , , 46
2016/9/2, , , , , , , 45
2016/9/3, , , , , , , 43
2016/9/4, , , , , , , 45
2016/9/5, , , , , , , 42
2016/9/6, , , , , , , 35
2016/9/7, , , , , , , 42
2016/9/8, , , , , , , 46
2016/9/9, , , , , , , 43
2016/9/10, , , , , , , 46
2016/9/11, , , , , , , 46
2016/9/12, , , , , , , 52
2016/9/13, , , , , , , 44
2016/9/14, , , , , , , 53
2016/9/15, , , , , , , 56
2016/9/16, , , , , , , 51
2016/9/17, , , , , , , 42
2016/9/18, , , , , , , 39
2016/9/19, , , , , , , 38
2016/9/20, , , , , , , 41
2016/9/21, , , , , , , 47
2016/9/22, , , , , , , 44
2016/9/23, , , , , , , 46
2016/9/24, , , , , , , 51
2016/9/25, , , , , , , 48
2016/9/26, , , , , , , 47
2016/9/27, , , , , , , 51
2016/9/28, , , , , , , 48
2016/9/29, , , , , , , 26
2016/9/30, , , , , , , 43
2016/4/1, , , , , , , 63
2016/4/2, , , , , , , 58
2016/4/3, , , , , , , 50
2016/4/4, , , , , , , 48
2016/4/5, , , , , , , 49
2016/4/6, , , , , , , 50
2016/4/7, , , , , , , 46
2016/4/8, , , , , , , 53
2016/4/9, , , , , , , 54
2016/4/10, , , , , , , 53
2016/4/11, , , , , , , 43
2016/4/12, , , , , , , 44
2016/4/13, , , , , , , 42
2016/4/14, , , , , , , 47
2016/4/15, , , , , , , 55
2016/4/16, , , , , , , 55
2016/4/17, , , , , , , 50
2016/4/18, , , , , , , 46
2016/4/19, , , , , , , 53
2016/4/20, , , , , , , 50
2016/4/21, , , , , , , 49
2016/4/22, , , , , , , 49
2016/4/23, , , , , , , 51
2016/4/24, , , , , , , 48
2016/4/25, , , , , , , 46
2016/4/26, , , , , , , 47
2016/4/27, , , , , , , 39
2016/4/28, , , , , , , 42
2016/4/29, , , , , , , 40
2016/4/30, , , , , , , 40
2016/5/1, , , , , , , 46
2016/5/2, , , , , , , 52
2016/5/3, , , , , , , 48
2016/5/4, , , , , , , 50
2016/5/5, , , , , , , 48
2016/5/6, , , , , , , 45
2016/5/7, , , , , , , 47
2016/5/8, , , , , , , 42
2016/5/9, , , , , , , 41
2016/5/10, , , , , , , 39
2016/5/11, , , , , , , 41
2016/5/12, , , , , , , 46
2016/5/13, , , , , , , 43
2016/5/14, , , , , , , 43
2016/5/15, , , , , , , 47
2016/5/16, , , , , , , 32
2016/5/17, , , , , , , 37
2016/5/18, , , , , , , 39
2016/5/19, , , , , , , 42
2016/5/20, , , , , , , 45
2016/5/21, , , , , , , 40
2016/5/22, , , , , , , 31
2016/5/23, , , , , , , 37
2016/5/24, , , , , , , 54
2016/5/25, , , , , , , 55
2016/5/26, , , , , , , 52
2016/5/27, , , , , , , 52
2016/5/28, , , , , , , 61
2016/5/29, , , , , , , 47
2016/5/30, , , , , , , 32
2016/5/31, , , , , , , 41
2016/6/1, , , , , , , 46
2016/6/2, , , , , , , 49
2016/6/3, , , , , , , 48
2016/6/4, , , , , , , 50
2016/6/5, , , , , , , 57
2016/6/6, , , , , , , 65
2016/6/7, , , , , , , 54
2016/6/8, , , , , , , 65
2016/6/9, , , , , , , 53
2016/6/10, , , , , , , 50
2016/6/11, , , , , , , 50
2016/6/12, , , , , , , 43
2016/6/13, , , , , , , 40
2016/6/14, , , , , , , 39
2016/6/15, , , , , , , 40
2016/6/16, , , , , , , 48
2016/6/17, , , , , , , 48
2016/6/18, , , , , , , 38
2016/6/19, , , , , , , 41
2016/6/20, , , , , , , 45
2016/6/21, , , , , , , 49
2016/6/22, , , , , , , 50
2016/6/23, , , , , , , 53
2016/6/24, , , , , , , 55
2016/6/25, , , , , , , 60
2016/6/26, , , , , , , 55
2016/6/27, , , , , , , 60
2016/6/28, , , , , , , 71
2016/6/29, , , , , , , 77
2016/6/30, , , , , , , 76
2016/1/4, , , , , , , 47
2016/1/5, , , , , , , 45
2016/1/6, , , , , , , 42
2016/1/7, , , , , , , 43
2016/1/8, , , , , , , 41
2016/1/9, , , , , , , 41
2016/1/10, , , , , , , 46
2016/1/11, , , , , , , 47
2016/1/12, , , , , , , 45
2016/1/13, , , , , , , 48
2016/1/14, , , , , , , 44
2016/1/15, , , , , , , 43
2016/1/16, , , , , , , 36
2016/1/17, , , , , , , 32
2016/1/18, , , , , , , 43
2016/1/19, , , , , , , 39
2016/1/20, , , , , , , 41
2016/1/21, , , , , , , 46
2016/1/22, , , , , , , 43
2016/1/23, , , , , , , 42
2016/1/24, , , , , , , 38
2016/1/25, , , , , , , 34
2016/1/26, , , , , , , 31
2016/1/27, , , , , , , 34
2016/1/28, , , , , , , 35
2016/1/29, , , , , , , 42
2016/1/30, , , , , , , 42
2016/1/31, , , , , , , 46
2016/2/1, , , , , , , 41
2016/2/2, , , , , , , 45
2016/2/3, , , , , , , 46
2016/2/4, , , , , , , 37
2016/2/5, , , , , , , 40
2016/2/6, , , , , , , 40
2016/2/7, , , , , , , 37
2016/2/8, , , , , , , 43
2016/2/9, , , , , , , 46
2016/2/10, , , , , , , 36
2016/2/11, , , , , , , 42
2016/2/12, , , , , , , 41
2016/2/13, , , , , , , 36
2016/2/14, , , , , , , 45
2016/2/15, , , , , , , 37
2016/2/16, , , , , , , 43
2016/2/17, , , , , , , 46
2016/2/18, , , , , , , 49
2016/2/19, , , , , , , 49
2016/2/20, , , , , , , 42
2016/2/21, , , , , , , 51
2016/2/22, , , , , , , 48
2016/2/23, , , , , , , 50
2016/2/24, , , , , , , 53
2016/2/25, , , , , , , 49
2016/2/26, , , , , , , 44
2016/2/27, , , , , , , 41
2016/2/28, , , , , , , 30
2016/2/29, , , , , , , 38
2016/3/1, , , , , , , 48
2016/3/2, , , , , , , 52
2016/3/3, , , , , , , 57
2016/3/4, , , , , , , 52
2016/3/5, , , , , , , 53
2016/3/6, , , , , , , 51
2016/3/7, , , , , , , 50
2016/3/8, , , , , , , 47
2016/3/9, , , , , , , 49
2016/3/10, , , , , , , 46
2016/3/11, , , , , , , 50
2016/3/12, , , , , , , 53
2016/3/13, , , , , , , 54
2016/3/14, , , , , , , 53
2016/3/15, , , , , , , 51
2016/3/16, , , , , , , 53
2016/3/17, , , , , , , 53
2016/3/18, , , , , , , 59
2016/3/19, , , , , , , 60
2016/3/20, , , , , , , 53
2016/3/21, , , , , , , 55
2016/3/22, , , , , , , 53
2016/3/23, , , , , , , 59
2016/3/24, , , , , , , 54
2016/3/25, , , , , , , 53
2016/3/26, , , , , , , 58
2016/3/27, , , , , , , 50
2016/3/28, , , , , , , 52
2016/3/29, , , , , , , 55
2016/3/30, , , , , , , 56
2016/3/31, , , , , , , 57
2015/10/1, , , , , , , 91
2015/10/2, , , , , , , 65
2015/10/3, , , , , , , 90
2015/10/4, , , , , , , 166
2015/10/5, , , , , , , 155
2015/10/6, , , , , , , 103
2015/10/7, , , , , , , 79
2015/10/8, , , , , , , 70
2015/10/9, , , , , , , 67
2015/10/10, , , , , , , 56
2015/10/11, , , , , , , 65
2015/10/12, , , , , , , 69
2015/10/13, , , , , , , 68
2015/10/14, , , , , , , 65
2015/10/15, , , , , , , 58
2015/10/16, , , , , , , 54
2015/10/17, , , , , , , 61
2015/10/18, , , , , , , 74
2015/10/19, , , , , , , 83
2015/10/20, , , , , , , 104
2015/10/21, , , , , , , 149
2015/10/22, , , , , , , 240
2015/10/23, , , , , , , 167
2015/10/24, , , , , , , 111
2015/10/25, , , , , , , 77
2015/10/26, , , , , , , 61
2015/10/27, , , , , , , 60
2015/10/28, , , , , , , 54
2015/10/29, , , , , , , 44
2015/10/30, , , , , , , 49
2015/10/31, , , , , , , 46
2015/11/1, , , , , , , 45
2015/11/2, , , , , , , 45
2015/11/3, , , , , , , 47
2015/11/4, , , , , , , 52
2015/11/5, , , , , , , 51
2015/11/6, , , , , , , 45
2015/11/7, , , , , , , 46
2015/11/8, , , , , , , 40
2015/11/9, , , , , , , 48
2015/11/10, , , , , , , 53
2015/11/11, , , , , , , 49
2015/11/12, , , , , , , 52
2015/11/13, , , , , , , 45
2015/11/14, , , , , , , 46
2015/11/15, , , , , , , 51
2015/11/16, , , , , , , 45
2015/11/17, , , , , , , 39
2015/11/18, , , , , , , 45
2015/11/19, , , , , , , 45
2015/11/20, , , , , , , 44
2015/11/21, , , , , , , 47
2015/11/22, , , , , , , 46
2015/11/23, , , , , , , 40
2015/11/24, , , , , , , 46
2015/11/25, , , , , , , 43
2015/11/26, , , , , , , 45
2015/11/27, , , , , , , 48
2015/11/28, , , , , , , 44
2015/11/29, , , , , , , 44
2015/11/30, , , , , , , 33
2015/12/1, , , , , , , 45
2015/12/2, , , , , , , 42
2015/12/3, , , , , , , 48
2015/12/4, , , , , , , 47
2015/12/5, , , , , , , 52
2015/12/6, , , , , , , 53
2015/12/7, , , , , , , 45
2015/12/8, , , , , , , 46
2015/12/9, , , , , , , 43
2015/12/10, , , , , , , 43
2015/12/11, , , , , , , 48
2015/12/12, , , , , , , 42
2015/12/13, , , , , , , 42
2015/12/14, , , , , , , 38
2015/12/15, , , , , , , 45
2015/12/16, , , , , , , 47
2015/12/17, , , , , , , 51
2015/12/18, , , , , , , 44
2015/12/19, , , , , , , 43
2015/12/20, , , , , , , 47
2015/12/21, , , , , , , 45
2015/12/22, , , , , , , 45
2015/12/23, , , , , , , 34
2015/12/24, , , , , , , 42
2015/12/25, , , , , , , 46
2015/12/26, , , , , , , 40
2015/12/27, , , , , , , 42
2015/12/28, , , , , , , 28
2015/12/29, , , , , , , 32
2015/12/30, , , , , , , 42
2015/7/1, , , , , , , 66
2015/7/2, , , , , , , 56
2015/7/3, , , , , , , 52
2015/7/4, , , , , , , 50
2015/7/5, , , , , , , 48
2015/7/6, , , , , , , 59
2015/7/7, , , , , , , 62
2015/7/8, , , , , , , 45
2015/7/9, , , , , , , 57
2015/7/10, , , , , , , 47
2015/7/11, , , , , , , 50
2015/7/12, , , , , , , 46
2015/7/13, , , , , , , 31
2015/7/14, , , , , , , 43
2015/7/15, , , , , , , 51
2015/7/16, , , , , , , 58
2015/7/17, , , , , , , 72
2015/7/18, , , , , , , 57
2015/7/19, , , , , , , 54
2015/7/20, , , , , , , 53
2015/7/21, , , , , , , 52
2015/7/22, , , , , , , 56
2015/7/23, , , , , , , 60
2015/7/24, , , , , , , 61
2015/7/25, , , , , , , 54
2015/7/26, , , , , , , 49
2015/7/27, , , , , , , 58
2015/7/28, , , , , , , 68
2015/7/29, , , , , , , 75
2015/7/30, , , , , , , 62
2015/7/31, , , , , , , 53
2015/8/1, , , , , , , 63
2015/8/2, , , , , , , 65
2015/8/3, , , , , , , 59
2015/8/4, , , , , , , 48
2015/8/5, , , , , , , 45
2015/8/6, , , , , , , 43
2015/8/7, , , , , , , 53
2015/8/8, , , , , , , 52
2015/8/9, , , , , , , 48
2015/8/10, , , , , , , 52
2015/8/11, , , , , , , 54
2015/8/12, , , , , , , 52
2015/8/13, , , , , , , 52
2015/8/14, , , , , , , 56
2015/8/15, , , , , , , 52
2015/8/16, , , , , , , 60
2015/8/17, , , , , , , 50
2015/8/18, , , , , , , 61
2015/8/20, , , , , , , 59
2015/8/21, , , , , , , 44
2015/8/22, , , , , , , 36
2015/8/23, , , , , , , 42
2015/8/24, , , , , , , 46
2015/8/25, , , , , , , 59
2015/8/26, , , , , , , 88
2015/8/27, , , , , , , 75
2015/8/28, , , , , , , 71
2015/8/29, , , , , , , 69
2015/8/30, , , , , , , 60
2015/8/31, , , , , , , 53
2015/9/1, , , , , , , 73
2015/9/2, , , , , , , 90
2015/9/3, , , , , , , 98
2015/9/4, , , , , , , 74
2015/9/5, , , , , , , 60
2015/9/6, , , , , , , 50
2015/9/7, , , , , , , 54
2015/9/8, , , , , , , 68
2015/9/9, , , , , , , 44
2015/9/10, , , , , , , 37
2015/9/11, , , , , , , 54
2015/9/12, , , , , , , 78
2015/9/13, , , , , , , 87
2015/9/14, , , , , , , 114
2015/9/15, , , , , , , 136
2015/9/16, , , , , , , 54
2015/9/17, , , , , , , 52
2015/9/18, , , , , , , 106
2015/9/19, , , , , , , 94
2015/9/20, , , , , , , 74
2015/9/21, , , , , , , 59
2015/9/22, , , , , , , 54
2015/9/23, , , , , , , 50
2015/9/24, , , , , , , 52
2015/9/25, , , , , , , 37
2015/9/26, , , , , , , 49
2015/9/27, , , , , , , 54
2015/9/28, , , , , , , 36
2015/9/29, , , , , , , 48
2015/9/30, , , , , , , 67
2015/4/1, , , , , , , 49
2015/4/2, , , , , , , 46
2015/4/3, , , , , , , 41
2015/4/4, , , , , , , 51
2015/4/5, , , , , , , 50
2015/4/6, , , , , , , 54
2015/4/7, , , , , , , 54
2015/4/8, , , , , , , 56
2015/4/9, , , , , , , 56
